0,1,2,3,4,5,6,7,8,9
0.6942857142857143,0.7072727272727273,0.7462337662337662,0.6423376623376623,0.7397402597402597,0.6877922077922077,0.7007792207792207,0.6812987012987013,0.6877922077922077,0.6553246753246753
0.7007792207792207,0.7202597402597403,0.7202597402597403,0.6618181818181817,0.7137662337662337,0.7267532467532467,0.6942857142857143,0.6683116883116883,0.6748051948051947,0.6748051948051947
0.7527272727272727,0.7007792207792207,0.7267532467532467,0.6683116883116883,0.7332467532467533,0.6942857142857143,0.7202597402597403,0.7007792207792207,0.6942857142857143,0.6618181818181817
0.7332467532467533,0.7137662337662337,0.7072727272727273,0.6683116883116883,0.7072727272727273,0.6942857142857143,0.6942857142857143,0.6877922077922077,0.7072727272727273,0.6812987012987013
0.7592207792207792,0.7527272727272727,0.7462337662337662,0.6553246753246753,0.7462337662337662,0.7137662337662337,0.7332467532467533,0.6748051948051947,0.7137662337662337,0.6877922077922077
0.7397402597402597,0.7397402597402597,0.7332467532467533,0.6812987012987013,0.7332467532467533,0.7332467532467533,0.7592207792207792,0.6877922077922077,0.7397402597402597,0.6942857142857143
0.7592207792207792,0.7462337662337662,0.7527272727272727,0.6812987012987013,0.7332467532467533,0.7007792207792207,0.7462337662337662,0.7332467532467533,0.7462337662337662,0.6942857142857143
0.7527272727272727,0.7462337662337662,0.7462337662337662,0.6942857142857143,0.7332467532467533,0.7137662337662337,0.7397402597402597,0.7072727272727273,0.7397402597402597,0.7007792207792207
0.7722077922077922,0.7397402597402597,0.7592207792207792,0.6748051948051947,0.7397402597402597,0.7267532467532467,0.7527272727272727,0.7202597402597403,0.7202597402597403,0.6618181818181817
0.7462337662337662,0.7267532467532467,0.7592207792207792,0.6942857142857143,0.7332467532467533,0.7332467532467533,0.7527272727272727,0.7072727272727273,0.7267532467532467,0.6942857142857143
0.7657142857142857,0.7527272727272727,0.7657142857142857,0.6877922077922077,0.7397402597402597,0.7462337662337662,0.7462337662337662,0.7202597402597403,0.7267532467532467,0.6877922077922077
